area_m2,floor_level,subway_dist_m,building_age,room_count,bathroom_count,school_score,parking_spots,mgmt_fee_krw,price_100m_krw
100.4,20,297,15,4,3,94.5,3,114251,8.74
93.8,14,612,14,3,2,56.5,3,201292,6.728
126.7,12,843,25,4,3,77.1,4,181152,8.489
114.8,17,800,22,4,2,69.8,4,82648,8.28
101.5,13,643,15,3,2,75.4,2,165492,7.063
113.0,10,967,21,4,3,51.2,3,73514,7.239
66.8,19,649,15,3,2,66.7,2,226040,5.391
57.6,15,1040,29,1,1,90.8,1,199133,3.398
37.0,5,801,23,2,1,64.7,2,176237,2.759
102.0,3,684,11,3,1,68.0,2,199081,6.962
93.3,7,385,21,3,2,55.0,2,286522,5.692
96.0,6,757,14,3,2,100.0,3,193324,7.468
56.1,9,617,20,2,1,71.7,2,197339,3.988
69.9,1,661,18,2,2,69.1,2,294394,4.322
117.7,11,1042,21,4,2,80.5,3,96821,8.097
101.2,14,904,17,3,2,52.9,2,65209,6.56
93.0,11,938,14,3,2,86.0,3,288432,6.907
79.9,10,833,36,2,1,84.7,1,167071,4.694
32.6,17,1321,21,1,1,68.0,1,188007,2.173
96.9,9,425,18,3,2,66.9,2,175035,6.735
88.9,12,856,22,4,3,71.8,3,164688,6.703
72.0,19,570,9,2,1,75.1,1,285343,5.31
119.7,12,399,19,4,3,73.0,3,184376,8.548
65.1,15,788,1,2,1,78.6,2,191147,5.498
93.1,23,303,1,3,2,89.7,3,171411,8.461
59.6,6,661,21,2,1,79.3,2,96103,4.836
62.1,19,738,1,2,2,73.5,2,187222,5.476
55.7,12,80,8,2,1,62.1,2,115025,5.196
105.5,12,1146,28,3,2,74.1,3,134426,6.79
116.1,1,80,12,4,3,78.4,4,119764,8.907
75.8,7,691,7,2,2,87.1,2,103142,5.993
57.1,6,211,25,2,1,68.2,1,191059,3.644
76.7,12,156,26,2,2,87.9,2,173759,5.921
88.0,16,1322,17,3,2,72.3,2,141722,5.985
101.4,1,1292,2,3,2,77.1,2,188193,6.918
122.3,5,422,13,4,3,94.0,3,211538,9.262
99.0,14,789,20,4,2,64.7,3,128618,6.782
125.1,4,811,15,5,4,95.5,4,198955,9.404
114.8,16,380,7,4,3,63.0,3,296947,8.713
123.5,7,676,21,5,4,77.0,4,277123,9.161
81.2,8,80,14,3,3,85.6,2,338208,6.46
87.1,24,861,4,3,2,45.5,3,122305,6.555
120.2,8,659,27,4,2,91.1,3,179672,8.115
64.0,11,602,20,2,2,78.9,1,160392,4.653
65.7,13,521,19,2,1,78.3,1,283974,4.524
85.1,4,575,10,3,2,62.3,2,272382,5.933
57.8,9,1011,3,2,1,68.5,2,250806,4.409
95.6,13,1159,5,4,2,69.5,3,176463,7.218
103.3,15,441,23,4,3,58.4,3,236177,7.102
80.1,16,152,31,3,2,85.3,2,241141,6.082
72.0,12,476,16,2,1,80.6,1,271053,5.369
106.5,13,753,9,4,2,100.0,3,181324,8.539
105.1,1,857,14,4,3,97.8,3,121033,7.841
117.6,12,269,34,4,3,64.4,4,181256,7.666
89.0,16,316,13,4,3,53.9,3,168713,6.712
126.1,17,971,5,5,3,88.5,4,171666,10.118
114.2,16,728,20,5,3,65.9,4,310149,8.27
98.0,1,309,1,3,2,67.4,2,205748,7.47
80.4,10,432,18,4,3,81.1,4,257516,6.291
101.5,14,1442,25,5,3,74.5,4,202978,6.558
105.2,8,563,14,4,3,94.4,3,186737,8.453
83.5,14,394,7,3,2,77.3,3,79415,7.494
46.0,11,915,16,3,2,71.0,2,210049,3.935
82.7,11,1199,18,3,3,91.3,3,112517,6.511
25.0,20,702,14,1,1,81.4,1,50000,3.317
47.1,5,689,20,3,2,66.0,2,307845,3.491
110.7,19,697,14,4,3,71.4,3,244779,8.068
78.6,9,472,1,3,2,68.4,2,208301,6.39
108.8,11,617,18,5,3,66.6,5,305310,8.029
91.9,5,238,15,3,2,85.2,3,255173,6.847
62.0,11,80,12,2,2,71.5,2,312826,5.02
96.3,18,615,5,3,2,58.8,3,181345,7.271
53.2,15,953,34,2,2,100.0,2,236888,4.006
58.0,14,611,14,3,2,92.7,2,199026,5.081
57.0,5,592,16,2,1,93.1,1,221046,4.657
73.1,2,773,25,2,1,82.0,2,80967,4.9
97.6,13,807,10,3,1,80.4,3,85567,7.655
106.0,2,1401,15,4,3,91.3,3,143665,7.618
94.8,17,1311,13,3,2,63.0,2,285671,6.042
97.0,24,634,15,4,2,91.1,3,143796,7.909
80.9,8,721,22,3,2,82.5,2,170636,6.118
88.4,2,1221,24,2,1,49.3,1,150190,4.117
49.8,16,883,37,2,2,55.7,2,50000,3.261
74.2,9,315,8,3,2,78.5,2,275948,5.837
59.6,5,819,25,2,2,68.2,1,269460,3.582
145.2,23,874,23,5,3,74.4,4,153864,10.434
72.7,4,1318,21,3,2,74.7,3,182346,4.831
114.6,9,900,12,4,3,58.6,4,136118,7.882
121.8,1,731,5,4,2,48.3,4,172118,8.236
43.2,10,709,11,2,1,69.4,2,131479,3.683
85.5,12,420,10,3,2,78.0,2,57948,7.031
32.8,6,605,14,1,1,65.4,1,138468,2.527
89.9,15,634,12,4,2,65.1,4,50000,6.964
71.3,15,432,17,3,1,77.4,2,261293,5.46
102.6,14,872,22,4,3,82.4,4,333011,6.911
63.7,25,779,16,3,2,95.5,3,251293,5.839
80.6,6,1025,11,3,2,87.4,2,217010,6.005
87.7,5,492,17,3,2,79.4,2,184993,6.233
82.2,1,449,3,3,3,78.0,2,100058,6.799
87.5,14,676,14,4,3,65.0,3,276586,6.304
72.1,7,908,1,3,2,79.4,2,189862,5.769
92.7,9,934,8,4,2,75.8,4,109849,7.406
34.8,1,480,14,1,1,79.2,1,101432,3.521
103.6,1,617,27,4,3,89.8,3,235557,7.542
95.0,18,463,15,4,3,89.5,3,271138,7.717
95.6,9,212,18,4,3,62.7,3,175295,7.054
100.8,8,834,17,3,2,84.3,2,200797,7.111
86.9,14,760,7,3,2,67.2,2,168076,6.721
72.2,3,693,30,2,1,52.2,2,144585,3.957
55.3,5,1183,9,2,2,75.8,2,143469,3.849
111.7,17,385,23,4,3,79.3,3,221657,8.004
98.4,18,1084,20,3,2,86.2,3,274890,6.965
158.1,14,836,8,6,4,65.7,5,211477,11.439
87.5,11,1105,5,3,2,73.2,3,174401,6.409
98.1,23,891,13,4,3,83.6,3,261894,7.631
87.9,11,521,5,3,2,91.0,2,166883,7.29
40.8,1,414,15,1,1,55.5,1,115909,2.899
110.9,19,911,12,4,3,65.3,3,50000,8.084
25.0,9,705,17,1,1,100.0,1,190604,3.07
78.6,12,241,1,3,2,60.2,2,148454,6.891
64.7,1,970,26,3,2,86.7,2,251490,4.547
69.7,11,605,16,3,2,78.1,2,50000,5.654
89.0,15,303,5,3,2,62.9,3,269539,6.995
100.4,6,1301,21,3,2,73.7,2,178485,6.282
109.3,10,462,15,4,3,91.8,4,296236,8.285
94.0,1,852,22,4,3,88.6,4,125104,7.166
115.3,1,1217,9,4,3,84.9,3,229693,7.656
78.1,12,524,12,3,2,59.6,2,71584,5.928
73.3,13,80,15,2,1,67.4,2,166363,5.651
133.9,10,581,25,5,4,64.1,4,190645,8.696
54.6,19,532,3,2,1,57.9,2,215677,4.756
45.5,11,1173,18,1,1,77.6,0,89128,3.173
59.0,1,931,8,2,1,60.2,1,185259,3.625
56.2,1,1097,24,2,2,92.2,2,85070,4.074
102.2,4,1119,4,5,3,75.9,4,154502,7.651
69.6,7,543,30,3,2,64.2,3,143687,4.651
69.8,13,614,12,3,2,70.8,3,147648,5.911
133.7,10,852,7,5,4,69.4,4,247312,9.64
86.1,7,521,20,3,2,90.8,2,61561,6.95
101.2,2,491,17,4,2,88.3,3,282249,7.102
64.1,20,580,32,2,2,89.2,1,115148,4.895
100.4,9,1163,20,4,3,87.1,3,257990,7.029
85.3,9,919,1,3,2,56.7,3,197730,6.003
47.5,13,661,18,2,1,73.8,2,158180,3.823
108.5,8,281,13,3,2,78.9,2,264408,8.062
93.9,7,711,1,4,2,90.5,3,256990,7.395
84.4,11,495,19,2,1,75.3,2,233173,5.805
61.6,17,1087,17,2,2,55.2,2,175235,4.075
25.0,11,914,19,2,1,66.2,2,215897,2.162
74.0,8,925,13,2,1,72.8,1,217140,4.803
101.5,3,384,39,4,3,84.6,4,99505,6.665
44.9,11,80,20,2,2,76.2,1,273248,3.813
111.7,7,705,1,3,2,78.8,3,153488,8.657
52.7,17,496,2,2,2,90.2,2,144993,5.731
65.3,11,691,13,4,3,82.0,2,131401,6.205
68.4,1,184,3,3,2,91.1,2,327093,6.488
68.0,12,398,16,3,2,78.8,3,211708,5.746
63.6,8,643,17,2,2,79.6,1,170225,4.713
46.8,13,779,13,2,2,82.3,2,279575,4.229
73.2,5,759,26,3,2,72.1,2,274292,4.606
68.6,14,1178,11,3,2,45.9,2,166695,4.455
92.9,19,492,23,3,2,80.6,2,142109,6.878
46.5,12,831,18,2,2,75.3,1,188680,3.831
51.0,1,1002,30,2,1,83.2,2,183148,3.429
115.2,8,659,2,4,3,70.0,3,256711,8.469
85.8,5,368,11,3,2,74.9,3,237059,6.187
73.9,14,411,16,3,2,71.5,2,137942,5.808
54.9,8,191,15,2,1,47.5,1,179115,3.984
69.7,1,588,18,2,1,75.1,1,162994,4.478
95.6,5,642,7,3,2,56.0,3,189683,6.437
75.8,12,704,4,2,2,72.9,2,165253,6.056
93.5,4,725,30,4,3,76.3,3,155637,6.059
88.2,17,819,19,3,2,66.5,2,184744,6.416
101.2,17,973,21,3,3,65.1,2,146998,6.762
72.4,19,516,1,3,2,79.4,2,275412,6.234
104.8,9,1255,20,3,1,89.0,2,158549,6.847
84.5,7,544,10,2,2,87.2,1,72035,6.711
73.7,12,194,35,3,2,70.1,2,166103,5.006
104.4,11,566,20,3,2,62.0,2,192707,6.7
74.7,14,932,26,3,2,63.1,3,150699,5.107
63.3,14,359,19,3,2,69.0,2,164509,5.313
123.1,9,1322,21,4,2,79.6,3,231421,7.802
109.1,2,371,14,4,3,81.9,3,178271,7.95
70.9,6,188,14,3,2,92.6,2,115519,6.259
36.8,1,963,1,1,1,79.1,2,178897,3.341
70.1,15,320,6,3,2,73.9,2,148071,6.316
75.1,20,446,11,2,2,83.0,1,139643,6.138
37.4,1,462,23,1,1,85.0,1,164585,2.87
104.8,1,675,18,4,3,70.9,3,201031,7.131
86.0,1,1029,1,3,2,63.6,2,253111,5.927
37.0,4,88,18,1,1,62.2,1,255457,2.347
49.5,2,965,23,2,2,75.9,2,176828,3.529
81.3,17,1145,1,3,2,66.9,3,122596,6.616
90.0,9,418,16,3,2,89.0,2,173100,6.695
102.9,7,905,13,3,1,49.9,2,235079,6.467
73.5,6,80,17,2,1,100.0,2,128480,6.301
76.4,12,1004,12,3,2,93.5,3,218949,6.632
41.0,8,565,17,1,1,83.9,1,239387,3.578
62.5,6,660,31,3,2,83.7,2,147784,4.329
74.3,3,144,5,2,2,69.6,2,155213,6.321
114.2,1,750,11,5,4,83.7,4,105532,9.207
111.5,12,1134,12,5,4,82.4,5,111926,8.795
53.7,14,92,23,2,2,80.2,1,175843,4.974
86.1,13,408,21,3,1,42.1,2,303506,5.228
63.0,4,264,8,3,2,62.2,3,84212,5.171
69.1,9,952,23,3,2,76.4,2,115347,4.99
150.3,13,479,25,6,4,66.8,4,284717,10.085
61.7,10,1049,5,3,2,67.1,2,75945,5.048
142.7,11,269,4,6,4,86.1,4,109103,11.422
52.5,2,1439,23,2,1,59.8,2,157974,2.811
99.5,1,1241,6,4,3,89.4,4,288513,7.196
48.5,11,676,29,1,1,82.0,0,228637,3.285
124.5,7,667,10,5,3,58.6,4,162270,8.81
113.9,4,916,16,4,3,72.3,4,172610,7.843
63.8,11,80,15,3,2,71.9,2,222518,5.13
118.0,1,1520,11,4,3,77.4,4,114252,7.791
27.4,10,960,27,1,1,64.1,1,81576,1.662
95.3,10,761,29,4,2,73.8,3,286783,6.33
61.1,7,744,21,3,2,100.0,3,161390,5.138
106.8,12,589,2,3,2,69.0,3,113802,8.138
122.4,9,645,23,4,3,83.8,3,224668,8.725
49.3,14,597,28,2,2,82.0,2,233704,4.167
81.3,1,1453,19,3,2,73.9,2,116108,5.043
83.0,4,80,2,2,2,65.9,2,290410,6.368
85.9,10,960,14,3,2,89.5,2,230677,6.213
141.3,10,1297,1,6,4,55.7,5,187518,10.065
63.4,7,970,3,2,1,85.6,2,194252,5.028
96.7,7,314,1,3,2,65.8,2,140787,7.735
79.0,11,376,14,3,2,83.3,3,215813,6.152
59.3,13,993,21,2,1,64.2,2,143619,3.848
109.8,7,338,23,4,2,78.7,3,248623,7.798
44.2,8,511,35,2,1,80.2,2,168069,3.222
90.2,19,690,12,3,2,53.8,2,115066,6.688
117.2,15,657,1,4,3,76.4,3,189722,8.757
60.4,7,443,16,3,2,75.0,2,173951,5.191
73.3,11,900,25,2,1,83.2,2,219697,4.893
95.6,16,1177,9,3,2,72.6,2,159940,6.887
53.0,9,1308,22,2,1,77.5,1,112252,3.702
104.6,8,412,2,4,3,78.2,2,136469,8.362
97.8,19,1262,16,4,3,74.7,4,232713,7.018
86.9,11,771,16,3,2,82.9,2,192480,6.584
63.6,17,932,18,2,1,60.5,2,162973,4.422
42.8,12,843,2,1,1,85.8,1,298029,3.695
133.9,15,340,24,5,3,62.0,5,227379,9.489
45.6,10,80,8,2,1,72.0,2,216819,4.321
100.8,4,196,7,4,3,90.1,3,186964,8.578
106.6,21,1151,23,3,2,85.6,2,174405,7.03
69.5,9,576,25,2,2,91.7,1,261484,4.962
132.4,4,597,8,5,4,90.2,3,158297,10.052
82.2,13,1155,8,4,3,73.9,3,142334,6.481
77.4,18,654,1,3,2,77.7,2,198882,6.846
32.2,10,523,11,1,1,89.1,1,209762,3.445
111.9,18,902,19,5,4,70.3,4,198389,8.34
84.4,9,381,15,3,2,74.7,2,179706,6.241
107.6,2,445,4,3,2,78.5,2,248420,7.638
106.2,9,306,26,4,3,94.3,3,104980,8.211
71.3,18,80,25,2,2,84.2,2,307284,5.717
123.0,7,706,24,4,3,79.0,3,315544,7.916
63.9,11,259,8,2,2,73.2,2,147104,5.782
82.6,15,854,38,3,2,91.5,2,170128,5.816
81.6,12,1180,6,3,2,62.4,2,160883,5.552
69.8,14,870,13,2,1,47.3,2,50000,4.647
54.6,3,1071,21,1,1,57.1,1,247785,2.665
103.9,13,80,7,4,3,75.1,3,110767,9.014
92.8,14,945,21,3,2,59.7,2,171010,6.217
86.0,10,815,22,4,3,94.4,3,160745,7.243
145.5,4,376,21,5,4,67.1,5,66537,10.216
76.7,16,221,30,3,2,83.3,2,158533,6.029
110.1,15,464,28,4,3,71.0,4,156663,7.661
71.0,1,738,16,2,2,53.2,2,173272,4.1
109.3,13,476,21,4,3,89.9,3,110029,8.485
85.7,17,822,4,3,2,68.7,2,212699,6.647
81.4,20,1210,30,3,3,98.9,3,169560,6.342
125.6,7,874,1,5,4,75.7,4,201854,9.336
104.3,11,780,12,4,3,69.9,3,95211,7.656
52.7,26,963,25,2,2,55.5,1,192674,3.599
105.7,14,80,17,4,3,69.5,3,165489,8.192
51.9,7,447,21,2,2,72.5,2,186815,3.918
110.6,11,1959,18,4,3,73.5,3,145430,6.95
97.0,1,337,4,3,2,83.7,3,251770,7.75
110.1,9,594,15,4,3,79.1,3,243160,7.792
107.2,10,1449,25,3,2,65.8,3,67980,6.615
64.8,5,691,10,2,2,87.9,2,192904,5.129
95.8,4,637,4,3,2,84.7,3,168133,7.571
39.5,12,143,1,1,1,79.6,2,205874,4.18
93.8,6,663,20,3,2,82.1,2,197783,6.736
98.4,5,545,14,4,4,91.7,3,140256,7.725
142.1,7,529,9,5,4,70.9,4,149310,10.406
91.7,16,681,29,3,2,75.6,3,139683,6.68
96.6,4,274,25,4,3,88.5,4,139831,7.192
78.6,7,851,1,2,1,76.9,2,186278,6.122
109.2,14,813,1,4,3,74.1,3,93149,8.549
50.5,11,1008,8,1,1,69.1,1,160402,3.628
130.4,2,683,24,4,3,79.4,3,121140,8.721
111.9,12,703,7,4,3,53.1,4,84901,8.222
105.0,1,708,6,4,2,71.2,3,263530,7.488
65.5,2,475,11,2,1,75.0,1,249010,4.627
101.6,8,146,3,4,3,91.2,3,181033,8.517
82.8,9,80,18,3,2,68.7,3,162287,6.495
103.8,19,823,23,3,2,72.6,2,97166,6.914
66.4,10,1339,1,2,2,86.1,2,192594,5.58
128.7,10,1343,14,4,3,81.8,3,195061,8.55
59.9,7,554,1,3,2,69.5,3,124018,5.35
99.6,4,1262,9,3,2,83.8,2,124467,6.669
65.0,1,954,11,2,2,75.1,2,278977,4.127
80.4,14,248,28,3,2,57.7,2,126843,5.778
113.6,2,384,11,4,2,71.4,3,81313,8.386
41.1,18,839,4,1,1,82.7,2,224721,4.137
93.6,15,934,31,3,2,70.8,3,256111,5.976
95.5,8,1208,18,3,3,77.0,2,124445,6.656
143.1,12,597,21,5,4,89.1,4,187408,10.549
121.2,20,1031,21,5,4,66.3,4,119910,8.834
87.5,15,987,10,4,3,96.4,3,149435,7.468
36.7,4,244,20,2,2,71.6,1,213662,3.003
51.0,10,662,17,2,1,85.0,1,249577,4.145
96.0,7,719,22,4,3,66.4,3,223596,6.52
102.5,13,155,15,5,4,72.0,3,203309,8.011
96.6,15,513,10,3,2,75.2,1,178945,6.939
110.4,8,570,11,4,3,88.3,4,106990,8.835
83.5,17,654,17,3,3,61.9,3,230678,6.109
78.5,13,908,16,2,1,82.8,2,136451,5.568
84.8,11,128,19,3,2,100.0,2,143046,7.239
110.5,3,189,2,4,3,87.3,3,224895,9.036
48.8,11,914,11,1,1,82.3,1,142057,3.905
50.6,12,654,24,2,1,86.1,2,203653,3.842
74.7,13,979,20,3,3,76.4,2,209528,5.351
89.0,17,592,22,3,2,98.1,2,156232,7.038
50.9,10,463,10,2,1,76.6,2,210044,4.33
101.6,1,1099,3,3,2,72.3,2,104068,6.907
54.2,15,1191,14,3,2,59.1,3,180580,4.056
46.0,12,501,22,1,1,81.7,0,216488,3.53
85.1,13,99,1,3,2,81.8,2,166693,7.346
56.3,2,816,20,1,1,86.7,1,124257,4.136
86.6,18,624,19,3,2,54.4,2,167874,5.897
62.8,10,219,18,3,3,83.7,3,222462,5.419
72.8,16,922,27,3,2,95.2,3,202869,5.587
97.4,8,686,21,4,3,68.6,4,159001,7.147
103.6,8,387,5,3,2,96.2,3,109335,8.844
96.9,20,1235,18,3,2,79.1,3,171014,6.947
55.5,14,540,14,2,1,61.0,2,225861,4.617
73.1,21,322,15,2,1,81.1,2,154220,6.228
74.8,6,1164,18,3,2,65.6,2,190277,4.721
53.8,11,527,31,2,1,80.7,1,178349,3.811
71.3,1,80,20,2,1,59.6,1,214815,4.483
121.2,18,80,21,4,3,85.2,2,128528,9.182
52.6,19,669,9,2,1,56.2,2,242984,4.191
68.2,14,307,2,2,2,52.3,2,123797,5.456
67.8,9,428,25,2,1,65.8,1,177928,4.401
125.7,21,873,1,5,4,85.3,4,272601,9.954
76.7,14,979,4,3,3,87.0,3,177667,6.357
84.5,12,180,6,3,2,77.5,2,181920,7.374
124.4,11,667,11,5,4,89.8,4,176039,9.731
100.2,8,803,10,3,2,86.4,2,216332,7.753
97.5,20,347,6,4,3,58.6,3,113671,7.756
112.0,15,711,6,4,2,84.9,3,243998,8.363
86.0,8,678,24,3,3,52.0,3,195404,5.684
96.4,7,608,17,2,2,89.8,2,250498,6.689
70.7,11,770,17,2,1,71.2,1,241633,4.676
61.1,13,595,26,2,1,81.5,1,161213,4.506
117.2,8,453,20,4,3,53.6,4,146606,7.791
109.8,1,706,18,4,3,94.1,3,214899,7.818
80.5,1,790,13,3,2,73.4,3,129513,5.817
100.6,1,1038,3,3,2,70.1,2,180003,6.921
84.7,1,773,22,2,2,81.9,2,238537,5.692
53.3,4,695,13,2,2,61.3,2,210044,3.847
80.5,5,209,33,3,2,100.0,2,170221,6.233
64.0,19,1659,28,3,2,76.1,3,125729,4.633
61.8,4,80,10,2,1,58.0,1,168172,4.613
82.6,1,1538,16,3,2,55.7,2,155210,4.546
142.0,1,104,34,5,4,83.4,4,102800,10.098
65.8,7,868,10,2,1,57.2,2,81712,4.618
52.5,12,699,7,2,2,62.6,1,276515,3.796
79.5,1,695,21,3,2,83.4,3,159209,6.0
115.3,22,824,15,4,3,100.0,4,183785,9.058
106.5,14,283,2,4,3,62.3,3,135119,8.446
94.7,2,1197,9,3,2,75.5,2,170716,6.392
46.7,12,621,12,2,2,91.4,1,213047,4.402
102.3,9,319,12,4,3,79.1,3,316776,7.667
31.0,18,1392,20,1,1,62.2,1,173222,2.338
94.6,6,554,18,3,2,93.3,3,105418,7.188
54.3,7,439,31,2,2,73.9,1,152693,3.543
81.1,14,408,12,3,2,93.4,3,188229,7.242
108.1,6,1036,21,4,3,63.5,4,170887,7.051
104.1,16,465,7,4,3,58.1,3,135602,8.188
50.5,13,377,1,2,2,54.6,2,116967,4.834
98.3,16,1505,6,4,3,93.1,3,108647,7.881
97.4,10,737,15,3,2,75.0,3,213164,6.665
65.6,1,566,7,2,2,79.0,1,80458,5.279
134.4,1,866,24,5,3,75.6,4,66773,9.037
76.6,21,611,12,3,2,65.5,2,254836,6.116
75.2,8,181,14,3,2,77.5,2,269076,5.974
79.3,6,212,1,3,3,94.1,3,159647,7.246
79.4,2,760,23,3,2,73.9,2,258373,5.175
70.9,14,899,13,3,2,76.3,1,296290,5.226
127.1,2,605,12,4,3,89.7,4,207308,9.225
72.3,10,929,22,2,1,75.8,2,170365,4.942
95.3,18,466,10,4,3,75.3,3,142548,7.996
57.1,12,350,28,2,2,91.1,1,151296,4.296
65.9,4,1017,6,2,1,81.3,1,181930,4.851
92.0,13,80,9,3,2,66.4,3,169774,7.042
92.7,4,1004,28,2,2,100.0,2,188181,6.151
72.8,14,693,24,2,2,77.8,1,50000,5.224
75.0,18,1037,13,3,2,59.8,2,153617,5.505
61.1,7,549,13,2,1,65.8,1,81993,4.691
70.9,17,914,18,3,2,76.5,2,245341,5.336
99.7,12,105,12,4,3,73.8,3,217903,7.967
99.8,15,979,25,3,2,79.5,3,243266,6.635
92.9,4,993,16,3,2,70.7,3,75381,6.126
64.1,7,698,19,2,1,65.3,1,210730,4.334
66.8,8,1502,7,3,2,60.6,2,169315,4.574
75.4,11,1010,39,3,2,55.1,2,145475,3.833
104.6,16,889,1,4,3,79.6,3,214558,8.498
112.2,12,773,1,4,3,55.6,3,261120,7.955
78.1,8,1160,22,3,2,64.7,2,57990,5.205
60.7,4,1157,17,2,1,85.3,1,189454,4.41
61.0,14,82,27,2,2,75.2,2,173533,4.99
101.5,7,1020,20,4,2,67.7,3,249119,6.579
100.7,1,334,13,3,2,91.0,2,203621,7.422
34.5,19,158,1,2,1,70.4,1,171251,4.395
76.1,1,1474,9,3,2,73.0,3,291476,4.699
42.6,12,1268,17,1,1,93.6,2,310188,2.9
84.1,6,818,33,3,2,84.7,2,257408,5.351
116.6,3,327,13,4,2,61.7,3,250523,8.042
70.5,11,628,13,3,2,71.5,2,235358,5.662
110.5,11,658,17,4,3,74.7,3,215102,7.712
52.4,11,524,32,2,1,65.8,1,167045,3.327
76.3,4,173,16,3,2,55.3,3,109554,5.774
75.9,9,321,12,3,2,74.2,3,217313,5.978
40.1,17,1263,27,2,2,81.5,2,168847,3.213
66.0,6,523,18,2,1,69.9,2,302579,4.659
50.3,1,687,12,2,1,76.8,1,182476,3.655
74.5,2,760,15,2,1,71.3,2,171160,5.01
107.7,1,608,27,3,2,53.5,3,138539,6.29
83.1,18,581,10,2,1,87.9,2,131315,6.663
69.4,10,242,18,3,2,79.7,3,112622,5.578
93.9,10,352,10,3,2,74.8,2,146940,7.387
94.0,10,119,21,4,2,71.2,3,143041,7.106
69.9,1,852,8,3,2,62.4,3,168208,5.076
70.7,20,352,16,3,2,86.0,2,219069,6.417
119.8,9,102,11,5,3,91.8,4,118043,9.891
70.1,16,346,2,3,2,77.5,2,183283,6.242
69.7,10,895,18,2,1,73.7,1,214683,4.569
86.5,1,1301,16,3,2,64.3,3,193260,5.595
83.9,6,617,3,2,2,70.9,2,97511,5.989
74.6,16,363,25,3,2,88.9,2,210420,5.855
59.8,10,355,21,2,1,77.3,2,270349,4.736
106.4,9,773,25,4,2,81.8,3,189693,7.206
75.5,16,1435,1,2,1,71.8,2,190565,5.544
67.8,11,1033,23,2,2,68.9,1,155494,4.261
49.9,1,664,19,1,1,72.4,1,175075,3.235
113.8,19,979,14,5,4,86.0,4,207924,8.816
57.8,13,442,16,3,2,75.6,3,161902,5.095
90.3,20,911,3,3,2,81.1,3,207966,7.238
111.2,6,684,20,4,2,94.0,3,143897,8.572
77.0,5,846,36,3,2,68.8,2,69372,4.822
68.0,8,333,4,3,2,76.8,2,174832,5.921
47.0,18,616,12,2,2,78.3,1,127448,4.424
57.2,7,80,8,2,1,88.8,1,50000,5.583
98.1,14,860,8,3,2,73.3,2,191101,7.152
45.1,5,415,4,2,1,82.6,2,249082,4.035
96.6,8,327,1,4,3,69.8,3,183497,7.762
101.5,8,815,10,4,3,70.7,4,131171,7.939
106.5,15,699,14,4,3,84.7,4,222151,8.403
68.0,1,778,26,2,2,78.1,2,161310,4.384
91.1,13,1127,8,4,3,77.3,2,192139,6.787
114.0,6,603,23,4,2,84.7,3,224203,7.863
123.7,9,911,12,4,3,65.3,3,185043,8.768
88.3,10,715,18,2,1,72.9,2,248769,5.971
62.3,22,525,18,2,1,68.5,2,185906,5.048
52.7,2,999,18,1,1,77.4,0,186434,3.247
84.4,4,604,12,4,3,62.0,4,50000,6.757
84.7,1,1278,3,3,2,83.7,3,304836,5.963
77.1,3,837,15,3,3,67.3,3,189705,5.353
53.0,3,864,16,2,2,75.1,2,147846,4.204
78.3,3,433,20,3,2,96.0,2,172743,6.352
65.6,10,610,18,2,1,90.2,1,273411,4.964
104.0,1,80,16,4,3,79.6,3,117418,8.424
106.9,5,390,24,3,3,52.6,3,186729,6.593
75.6,17,276,23,2,2,77.4,1,142555,5.881
66.0,10,897,24,2,2,64.5,2,196972,4.416
132.8,13,80,10,5,4,60.1,4,253593,9.809
139.8,5,252,11,5,4,78.0,5,164371,10.147
79.3,23,80,5,3,2,58.8,2,210817,6.845
69.6,7,1376,22,2,1,75.6,2,182814,4.037
90.5,1,616,12,4,3,77.9,3,110161,6.985
93.0,11,701,12,3,2,75.2,2,265925,6.39
100.8,12,939,12,3,2,97.1,3,179005,7.862
87.3,12,686,9,2,1,75.3,2,91798,6.307
90.8,8,465,20,3,2,72.9,3,215088,6.169
98.1,1,1400,21,4,3,75.0,4,126970,6.482
82.7,16,798,14,4,2,91.9,3,168160,6.94
75.8,17,503,28,3,2,74.3,3,119128,5.592
79.4,5,719,6,2,1,63.5,2,135264,5.55
104.2,21,526,7,4,2,63.7,3,133484,8.143
80.5,16,1073,17,3,2,67.0,2,243374,5.623
68.6,17,850,20,2,2,67.5,2,119045,4.911
88.3,7,1057,5,3,2,73.5,3,177446,6.265
91.9,15,1096,15,3,2,82.0,3,205686,6.508
66.2,5,1266,11,2,1,94.5,1,220869,4.772
80.9,10,1320,29,3,3,62.5,3,123925,5.224
81.3,20,592,20,3,2,65.1,2,151031,5.922
66.4,8,921,4,3,2,70.6,3,222994,5.428
123.2,9,991,9,4,3,75.4,4,120559,8.898
82.6,9,855,14,3,2,78.8,2,150272,6.189
132.0,5,1127,26,4,3,56.0,3,229212,7.709
55.5,12,347,4,2,1,66.0,2,130736,5.02
64.5,10,1142,21,2,1,80.1,2,289055,3.961
115.3,9,730,21,4,3,64.3,3,106841,7.89
80.2,8,716,12,2,1,94.2,1,260672,5.85
107.8,5,556,22,4,3,68.4,3,151015,7.631
90.2,11,613,7,3,2,66.4,2,159960,6.749
63.8,9,195,20,2,1,63.4,1,209226,4.573
